,movie_title,release_date,genre,avg_rating,prod_budget,domestic_gross,global_gross,release_month,ROI,global_gross_millions,prod_budget_millions,budget_category,rating_category,roi_category
3896,August,2008-07-11,drama,5.3,3400000,12636,12636,Jul,-0.9962835294117647,0.01,3.4,Low Budget,Low Rating,Low ROI
2839,Transsiberian,2008-07-18,crime,6.6,15000000,2203641,6379575,Jul,-0.574695,6.38,15.0,Low Budget,Moderate Rating,Low ROI
1504,Space Chimps,2008-07-18,adventure,4.5,37000000,30105968,67029956,Jul,0.8116204324324324,67.03,37.0,Moderate Budget,Low Rating,Moderate ROI
764,Step Brothers,2008-07-25,comedy,6.9,65000000,100468793,128107642,Jul,0.9708868,128.11,65.0,High Budget,High Rating,Moderate ROI
4092,Man on Wire,2008-07-25,biography,7.7,1900000,2962242,5617067,Jul,1.956351052631579,5.62,1.9,Low Budget,High Rating,Moderate ROI
3743,American Teen,2008-07-25,documentary,6.4,5000000,942441,989319,Jul,-0.8021362,0.99,5.0,Low Budget,Moderate Rating,Low ROI
2279,Swing Vote,2008-08-01,comedy,6.1,21000000,16289867,17589867,Aug,-0.1623872857142857,17.59,21.0,Moderate Budget,Moderate Rating,Low ROI
121,The Mummy: Tomb of the Dragon Emperor,2008-08-01,action,5.2,175000000,102491776,405760225,Aug,1.3186298571428572,405.76,175.0,High Budget,Low Rating,Moderate ROI
4196,Frozen River,2008-08-01,crime,7.1,1000000,2511476,6030129,Aug,5.030129,6.03,1.0,Low Budget,High Rating,High ROI
1976,Pineapple Express,2008-08-06,action,6.9,26000000,87341380,102404019,Aug,2.9386161153846153,102.4,26.0,Moderate Budget,High Rating,High ROI
3728,Bottle Shock,2008-08-06,comedy,6.8,5000000,4078607,4815890,Aug,-0.036822,4.82,5.0,Low Budget,Moderate Rating,Low ROI
1955,The Sisterhood of the Traveling Pants 2,2008-08-06,comedy,6.2,27000000,44089964,44270131,Aug,0.6396344814814815,44.27,27.0,Moderate Budget,Moderate Rating,Moderate ROI
451,Tropic Thunder,2008-08-13,action,7.0,90000000,110515313,191145256,Aug,1.1238361777777777,191.15,90.0,High Budget,High Rating,Moderate ROI
1584,Mirrors,2008-08-15,horror,6.1,35000000,30691439,77220596,Aug,1.206302742857143,77.22,35.0,Moderate Budget,Moderate Rating,Moderate ROI
2681,Vicky Cristina Barcelona,2008-08-15,comedy,7.1,16000000,23216709,104504817,Aug,5.5315510625,104.5,16.0,Moderate Budget,High Rating,High ROI
3367,Star Wars: The Clone Wars,2008-08-15,action,5.9,8500000,35161554,68695443,Aug,7.081816823529412,68.7,8.5,Low Budget,Low Rating,High ROI
2827,The Rocker,2008-08-20,comedy,6.2,15000000,6409528,8767338,Aug,-0.4155108,8.77,15.0,Low Budget,Moderate Rating,Low ROI
3347,Hamlet 2,2008-08-22,comedy,6.3,9000000,4886216,4934104,Aug,-0.45176622222222224,4.93,9.0,Low Budget,Moderate Rating,Low ROI
787,Death Race,2008-08-22,action,6.4,65000000,36316032,72516819,Aug,0.11564336923076923,72.52,65.0,High Budget,Moderate Rating,Low ROI
2040,The House Bunny,2008-08-22,comedy,5.5,25000000,48237389,71390601,Aug,1.85562404,71.39,25.0,Moderate Budget,Low Rating,Moderate ROI
2201,The Longshots,2008-08-22,biography,5.5,23000000,11511323,11778396,Aug,-0.48789582608695653,11.78,23.0,Moderate Budget,Low Rating,Low ROI
2234,Traitor,2008-08-27,action,6.9,22000000,23530831,27882226,Aug,0.2673739090909091,27.88,22.0,Moderate Budget,High Rating,Moderate ROI
1234,Babylon A.D.,2008-08-29,action,5.5,45000000,22532572,70216497,Aug,0.5603666,70.22,45.0,High Budget,Low Rating,Moderate ROI
2419,Disaster Movie,2008-08-29,comedy,1.9,20000000,14190901,36720752,Aug,0.8360376,36.72,20.0,Moderate Budget,Low Rating,Moderate ROI
3591,College,2008-08-29,comedy,4.5,6000000,4694491,6176114,Aug,0.029352333333333334,6.18,6.0,Low Budget,Low Rating,Low ROI
1245,Bangkok Dangerous,2008-09-05,action,5.3,45000000,15298133,46598133,Sep,0.03551406666666666,46.6,45.0,High Budget,Low Rating,Low ROI
3617,"Surfer, Dude",2008-09-05,comedy,4.6,6000000,36497,36497,Sep,-0.9939171666666666,0.04,6.0,Low Budget,Low Rating,Low ROI
1500,Burn After Reading,2008-09-12,comedy,7.0,37000000,60355347,168167798,Sep,3.5450756216216215,168.17,37.0,Moderate Budget,High Rating,High ROI
2679,The Women,2008-09-12,comedy,5.0,16000000,26902075,50103808,Sep,2.131488,50.1,16.0,Moderate Budget,Low Rating,High ROI
884,Righteous Kill,2008-09-12,crime,6.0,60000000,40081410,78481410,Sep,0.3080235,78.48,60.0,High Budget,Low Rating,Moderate ROI
2345,Lakeview Terrace,2008-09-19,crime,6.2,20000000,39263506,44821299,Sep,1.24106495,44.82,20.0,Moderate Budget,Moderate Rating,Moderate ROI
2240,Igor,2008-09-19,animation,5.9,22000000,19528602,31013349,Sep,0.40969768181818184,31.01,22.0,Moderate Budget,Low Rating,Moderate ROI
2395,My Best Friend's Girl,2008-09-19,comedy,5.8,20000000,19219250,34787111,Sep,0.73935555,34.79,20.0,Moderate Budget,Low Rating,Moderate ROI
1962,The Duchess,2008-09-19,biography,6.9,27000000,13848978,45160110,Sep,0.6725966666666666,45.16,27.0,Moderate Budget,High Rating,Moderate ROI
2426,Ghost Town,2008-09-19,comedy,6.7,20000000,13367624,29958228,Sep,0.4979114,29.96,20.0,Moderate Budget,Moderate Rating,Moderate ROI
2427,Ghost Town,2008-09-19,documentary,7.6,20000000,13367624,29958228,Sep,0.4979114,29.96,20.0,Moderate Budget,High Rating,Moderate ROI
2392,Appaloosa,2008-09-19,action,6.7,20000000,20211394,27911453,Sep,0.39557265,27.91,20.0,Moderate Budget,Moderate Rating,Moderate ROI
553,Eagle Eye,2008-09-26,action,6.6,80000000,101440743,180585259,Sep,1.2573157375,180.59,80.0,High Budget,Moderate Rating,Moderate ROI
4268,Fireproof,2008-09-26,drama,6.4,500000,33456317,33473297,Sep,65.946594,33.47,0.5,Low Budget,Moderate Rating,High ROI
3894,Choke,2008-09-26,comedy,6.4,3400000,2926565,4124277,Sep,0.21302264705882354,4.12,3.4,Low Budget,Moderate Rating,Moderate ROI
1252,Miracle at St. Anna,2008-09-26,action,6.1,45000000,7916887,9676497,Sep,-0.7849667333333333,9.68,45.0,High Budget,Moderate Rating,Low ROI
4007,Religulous,2008-10-01,comedy,7.6,2500000,13011160,13881317,Oct,4.5525268,13.88,2.5,Low Budget,High Rating,High ROI
1941,How to Lose Friends & Alienate People,2008-10-03,biography,6.4,28000000,2775593,12031443,Oct,-0.5703056071428572,12.03,28.0,Moderate Budget,Moderate Rating,Low ROI
2134,Blindness,2008-10-03,drama,6.5,25000000,3073392,20052958,Oct,-0.19788168,20.05,25.0,Moderate Budget,Moderate Rating,Low ROI
2471,Flash of Genius,2008-10-03,biography,7.0,20000000,4442377,4504111,Oct,-0.77479445,4.5,20.0,Moderate Budget,High Rating,Low ROI
3171,Nick and Norah's Infinite Playlist,2008-10-03,comedy,6.6,10000000,31487293,33886017,Oct,2.3886017,33.89,10.0,Low Budget,Moderate Rating,High ROI
2304,Beverly Hills Chihuahua,2008-10-03,adventure,3.9,20000000,94514402,154218168,Oct,6.7109084,154.22,20.0,Moderate Budget,Low Rating,High ROI
3044,Rachel Getting Married,2008-10-03,drama,6.7,12000000,12796861,17475475,Oct,0.45628958333333336,17.48,12.0,Low Budget,Moderate Rating,Moderate ROI
2457,An American Carol,2008-10-03,comedy,4.0,20000000,7013191,7022183,Oct,-0.64889085,7.02,20.0,Moderate Budget,Low Rating,Low ROI
2589,RocknRolla,2008-10-08,action,7.2,18000000,5700626,27794339,Oct,0.5441299444444444,27.79,18.0,Moderate Budget,High Rating,Moderate ROI
3011,Quarantine,2008-10-10,drama,4.0,12000000,31691811,41924774,Oct,2.4937311666666666,41.92,12.0,Low Budget,Low Rating,High ROI
745,Body of Lies,2008-10-10,action,7.0,67500000,39394666,118556530,Oct,0.7563930370370371,118.56,67.5,High Budget,High Rating,Moderate ROI
3010,Quarantine,2008-10-10,horror,5.9,12000000,31691811,41924774,Oct,2.4937311666666666,41.92,12.0,Low Budget,Low Rating,High ROI
1488,City of Ember,2008-10-10,adventure,6.4,38000000,7873007,17831558,Oct,-0.5307484736842105,17.83,38.0,Moderate Budget,Moderate Rating,Low ROI
1494,The Express,2008-10-10,biography,7.2,37500000,9793406,9813309,Oct,-0.73831176,9.81,37.5,Moderate Budget,High Rating,Low ROI
4346,Good Dick,2008-10-10,comedy,6.3,200000,28835,52443,Oct,-0.737785,0.05,0.2,Low Budget,Moderate Rating,Low ROI
2512,Sex Drive,2008-10-17,comedy,6.5,19000000,8402485,10412485,Oct,-0.4519744736842105,10.41,19.0,Moderate Budget,Moderate Rating,Low ROI
2006,W.,2008-10-17,biography,6.3,25100000,25534493,28575778,Oct,0.13847721115537848,28.58,25.1,Moderate Budget,Moderate Rating,Low ROI
1564,Max Payne,2008-10-17,action,5.3,35000000,40689393,87775050,Oct,1.5078585714285715,87.78,35.0,Moderate Budget,Low Rating,Moderate ROI
3095,The Secret Life of Bees,2008-10-17,drama,7.2,11000000,37780486,39994347,Oct,2.6358497272727273,39.99,11.0,Low Budget,High Rating,High ROI
1969,What Just Happened,2008-10-17,comedy,5.6,27000000,1090947,2412123,Oct,-0.9106621111111111,2.41,27.0,Moderate Budget,Low Rating,Low ROI
1834,Pride and Glory,2008-10-24,crime,6.6,30000000,15740721,32262866,Oct,0.07542886666666666,32.26,30.0,Moderate Budget,Moderate Rating,Low ROI
4083,Roadside Romeo,2008-10-24,adventure,4.9,2000000,55202,2046090,Oct,0.023045,2.05,2.0,Low Budget,Low Rating,Low ROI
2473,"Synecdoche, New York",2008-10-24,drama,7.5,20000000,3083538,4383538,Oct,-0.7808231,4.38,20.0,Moderate Budget,High Rating,Low ROI
3086,High School Musical 3: Senior Year,2008-10-24,comedy,4.9,11000000,90559416,274392880,Oct,23.944807272727274,274.39,11.0,Low Budget,Low Rating,High ROI
984,Changeling,2008-10-24,biography,7.8,55000000,35739802,113805580,Oct,1.0691923636363636,113.81,55.0,High Budget,High Rating,Moderate ROI
2470,Passchendaele,2008-10-24,drama,6.4,20000000,4452423,4453327,Oct,-0.77733365,4.45,20.0,Moderate Budget,Moderate Rating,Low ROI
4297,Heroes,2008-10-24,action,5.7,400000,655538,655538,Oct,0.638845,0.66,0.4,Low Budget,Low Rating,Moderate ROI
3123,Saw V,2008-10-24,crime,5.8,10800000,56746769,118209778,Oct,9.945349814814815,118.21,10.8,Low Budget,Low Rating,High ROI
2166,Zack and Miri Make a Porno,2008-10-31,comedy,6.5,24000000,31457946,36856306,Oct,0.5356794166666666,36.86,24.0,Moderate Budget,Moderate Rating,Moderate ROI
3698,The Haunting of Molly Hartley,2008-10-31,drama,3.9,5000000,13442412,15318257,Oct,2.0636514,15.32,5.0,Low Budget,Low Rating,Moderate ROI
4087,Eden Lake,2008-10-31,horror,6.7,2000000,7321,4294373,Oct,1.1471865,4.29,2.0,Low Budget,Moderate Rating,Moderate ROI
1907,Role Models,2008-11-07,comedy,6.8,28000000,67300955,94500826,Nov,2.3750295,94.5,28.0,Moderate Budget,Moderate Rating,High ROI
3380,Repo! The Genetic Opera,2008-11-07,horror,6.4,8500000,140244,198883,Nov,-0.976602,0.2,8.5,Low Budget,Moderate Rating,Low ROI
1435,Soul Men,2008-11-07,comedy,6.4,40000000,12082391,12345883,Nov,-0.691352925,12.35,40.0,Moderate Budget,Moderate Rating,Low ROI
185,Madagascar: Escape 2 Africa,2008-11-07,adventure,6.6,150000000,180174880,599680774,Nov,2.9978718266666666,599.68,150.0,High Budget,Moderate Rating,High ROI
2853,Slumdog Millionaire,2008-11-12,crime,8.0,14000000,141330703,383825427,Nov,26.41610192857143,383.83,14.0,Low Budget,High Rating,High ROI
4018,Fuel,2008-11-14,documentary,7.3,2500000,174255,174255,Nov,-0.930298,0.17,2.5,Low Budget,High Rating,Low ROI
4019,Fuel,2008-11-14,drama,8.6,2500000,174255,174255,Nov,-0.930298,0.17,2.5,Low Budget,High Rating,Low ROI
24,Quantum of Solace,2008-11-14,action,6.6,230000000,169368427,591692078,Nov,1.572574252173913,591.69,230.0,High Budget,Moderate Rating,Moderate ROI
1495,Twilight,2008-11-21,drama,5.3,37000000,192769854,402278564,Nov,9.872393621621622,402.28,37.0,Moderate Budget,Low Rating,High ROI
4223,Special,2008-11-21,comedy,8.1,1000000,7202,26822,Nov,-0.973178,0.03,1.0,Low Budget,High Rating,Low ROI
199,Bolt,2008-11-21,adventure,6.8,150000000,114053579,328015029,Nov,1.18676686,328.02,150.0,High Budget,Moderate Rating,Moderate ROI
1388,Transporter 3,2008-11-26,action,6.0,40000000,31715062,112930957,Nov,1.823273925,112.93,40.0,Moderate Budget,Low Rating,Moderate ROI
2364,Milk,2008-11-26,biography,7.5,20000000,31841299,57293371,Nov,1.86466855,57.29,20.0,Moderate Budget,High Rating,Moderate ROI
548,Four Christmases,2008-11-26,comedy,5.7,80000000,120146040,168311558,Nov,1.103894475,168.31,80.0,High Budget,Low Rating,Moderate ROI
266,Australia,2008-11-26,adventure,6.6,130000000,49554002,215080810,Nov,0.6544677692307692,215.08,130.0,High Budget,Moderate Rating,Moderate ROI
3621,Winter in Wartime,2008-11-27,drama,7.0,5800000,542860,9662214,Nov,0.6658989655172414,9.66,5.8,Low Budget,High Rating,Moderate ROI
3052,Cadillac Records,2008-12-05,biography,7.0,12000000,8195551,8942516,Dec,-0.25479033333333334,8.94,12.0,Low Budget,High Rating,Low ROI
1885,Frost/Nixon,2008-12-05,biography,7.7,29000000,18622031,28452945,Dec,-0.018863965517241378,28.45,29.0,Moderate Budget,High Rating,Low ROI
1630,Punisher: War Zone,2008-12-05,action,5.9,35000000,8050977,10157534,Dec,-0.7097847428571429,10.16,35.0,Moderate Budget,Low Rating,Low ROI
4311,Wendy and Lucy,2008-12-10,drama,7.1,300000,865695,1416046,Dec,3.720153333333333,1.42,0.3,Low Budget,High Rating,High ROI
1669,The Reader,2008-12-10,drama,7.6,32500000,34194407,112964875,Dec,2.4758423076923077,112.96,32.5,Moderate Budget,High Rating,High ROI
1451,Delgo,2008-12-12,adventure,4.3,40000000,915840,915840,Dec,-0.977104,0.92,40.0,Moderate Budget,Low Rating,Low ROI
2012,Gran Torino,2008-12-12,drama,8.1,25000000,148095302,274543085,Dec,9.9817234,274.54,25.0,Moderate Budget,High Rating,High ROI
565,The Day the Earth Stood Still,2008-12-12,adventure,5.5,80000000,79366978,237370350,Dec,1.967129375,237.37,80.0,High Budget,Low Rating,Moderate ROI
2359,Doubt,2008-12-12,drama,7.5,20000000,33446470,53191101,Dec,1.65955505,53.19,20.0,Moderate Budget,High Rating,Moderate ROI
3562,The Wrestler,2008-12-17,drama,7.9,6000000,26238243,46634275,Dec,6.772379166666667,46.63,6.0,Low Budget,High Rating,High ROI
1004,Seven Pounds,2008-12-19,drama,7.6,54000000,69951824,166617328,Dec,2.085506074074074,166.62,54.0,High Budget,High Rating,Moderate ROI
1045,Yes Man,2008-12-19,comedy,6.8,50000000,97690976,225990976,Dec,3.51981952,225.99,50.0,High Budget,Moderate Rating,High ROI
866,The Tale of Despereaux,2008-12-19,adventure,6.1,60000000,50877145,90482317,Dec,0.5080386166666667,90.48,60.0,High Budget,Moderate Rating,Moderate ROI
907,The Spirit,2008-12-25,action,4.7,60000000,19806188,39006188,Dec,-0.34989686666666664,39.01,60.0,High Budget,Low Rating,Low ROI
4069,Waltz with Bashir,2008-12-25,animation,8.0,2000000,2283849,13912289,Dec,5.9561445,13.91,2.0,Low Budget,High Rating,High ROI
457,Valkyrie,2008-12-25,drama,7.1,90000000,83107829,203932174,Dec,1.2659130444444444,203.93,90.0,High Budget,High Rating,Moderate ROI
822,Marley & Me,2008-12-25,drama,7.0,60000000,143153751,247812011,Dec,3.1302001833333333,247.81,60.0,High Budget,High Rating,High ROI
158,The Curious Case of Benjamin Button,2008-12-25,drama,7.8,160000000,127509326,329631958,Dec,1.0601997375,329.63,160.0,High Budget,High Rating,Moderate ROI
550,Bedtime Stories,2008-12-25,adventure,6.0,80000000,110101975,221468935,Dec,1.7683616875,221.47,80.0,High Budget,Low Rating,Moderate ROI
1233,Revolutionary Road,2008-12-26,drama,7.3,45000000,22951340,79604820,Dec,0.768996,79.6,45.0,High Budget,High Rating,Moderate ROI
2707,Good,2008-12-31,drama,6.2,16000000,31631,31631,Dec,-0.9980230625,0.03,16.0,Moderate Budget,Moderate Rating,Low ROI
3707,Not Easily Broken,2009-01-09,drama,6.0,5000000,10572742,10732909,Jan,1.1465818,10.73,5.0,Low Budget,Low Rating,Moderate ROI
2668,The Unborn,2009-01-09,horror,4.7,16000000,42670410,78208812,Jan,3.88805075,78.21,16.0,Moderate Budget,Low Rating,High ROI
1750,Bride Wars,2009-01-09,comedy,5.4,30000000,58715510,115150424,Jan,2.838347466666667,115.15,30.0,Moderate Budget,Low Rating,High ROI
2857,My Bloody Valentine,2009-01-16,horror,5.4,14000000,51545952,102836002,Jan,6.345428714285714,102.84,14.0,Low Budget,Low Rating,High ROI
1972,Paul Blart: Mall Cop,2009-01-16,action,5.2,26000000,146336178,185904750,Jan,6.150182692307692,185.9,26.0,Moderate Budget,Low Rating,High ROI
2504,Notorious,2009-01-16,biography,6.7,19000000,36843682,44972183,Jan,1.366957,44.97,19.0,Moderate Budget,Moderate Rating,Moderate ROI
1541,Hotel for Dogs,2009-01-16,comedy,5.4,35000000,73178547,122357172,Jan,2.4959192,122.36,35.0,Moderate Budget,Low Rating,High ROI
3411,New in Town,2009-01-30,comedy,5.6,8000000,16734283,29937909,Jan,2.742238625,29.94,8.0,Low Budget,Low Rating,High ROI
846,Coraline,2009-02-06,animation,7.7,60000000,75286229,126037057,Feb,1.1006176166666666,126.04,60.0,High Budget,High Rating,Moderate ROI
1475,Push,2009-02-06,action,6.1,38000000,31811527,49678401,Feb,0.30732634210526316,49.68,38.0,Moderate Budget,Moderate Rating,Moderate ROI
1317,He's Just Not That Into You,2009-02-06,comedy,6.4,40000000,93953653,181053657,Feb,3.526341425,181.05,40.0,Moderate Budget,Moderate Rating,High ROI
3605,Polytechnique,2009-02-06,crime,7.2,6000000,1418304,1418304,Feb,-0.763616,1.42,6.0,Low Budget,High Rating,Low ROI
1109,The International,2009-02-13,action,6.5,50000000,25450527,53850527,Feb,0.07701054,53.85,50.0,High Budget,Moderate Rating,Low ROI
2620,Friday the 13th,2009-02-13,horror,5.5,17000000,65002019,92670237,Feb,4.451190411764706,92.67,17.0,Moderate Budget,Low Rating,High ROI
1133,Street Fighter: The Legend of Chun-Li,2009-02-27,action,3.7,50000000,8742261,12660287,Feb,-0.74679426,12.66,50.0,High Budget,Low Rating,Low ROI
233,Watchmen,2009-03-06,action,7.6,138000000,107509799,186976250,Mar,0.3549003623188406,186.98,138.0,High Budget,High Rating,Moderate ROI
3593,Miss March,2009-03-13,comedy,5.0,6000000,4543320,4713059,Mar,-0.21449016666666668,4.71,6.0,Low Budget,Low Rating,Low ROI
2762,The Last House on the Left,2009-03-13,horror,6.5,15000000,32752215,46526243,Mar,2.1017495333333334,46.53,15.0,Low Budget,Moderate Rating,Moderate ROI
1061,Race to Witch Mountain,2009-03-13,action,5.7,50000000,67172595,105103784,Mar,1.10207568,105.1,50.0,High Budget,Low Rating,Moderate ROI
1054,Knowing,2009-03-20,action,6.2,50000000,79957634,186450317,Mar,2.72900634,186.45,50.0,High Budget,Moderate Rating,High ROI
1334,"I Love You, Man",2009-03-20,comedy,7.0,40000000,72013010,92302502,Mar,1.30756255,92.3,40.0,Moderate Budget,High Rating,Moderate ROI
883,Duplicity,2009-03-20,comedy,6.1,60000000,40572825,81079566,Mar,0.3513261,81.08,60.0,High Budget,Moderate Rating,Moderate ROI
2433,12 Rounds,2009-03-27,action,5.6,20000000,12234694,17306648,Mar,-0.1346676,17.31,20.0,Moderate Budget,Low Rating,Low ROI
117,Monsters vs. Aliens,2009-03-27,action,6.4,175000000,198351526,381687380,Mar,1.1810707428571428,381.69,175.0,High Budget,Moderate Rating,Moderate ROI
491,Fast & Furious,2009-04-02,action,6.5,85000000,155064265,359347833,Apr,3.2276215647058826,359.35,85.0,High Budget,Moderate Rating,High ROI
3300,Adventureland,2009-04-03,comedy,6.8,9800000,16044025,17553055,Apr,0.7911280612244898,17.55,9.8,Low Budget,Moderate Rating,Moderate ROI
2564,Observe and Report,2009-04-10,comedy,5.7,18000000,24007324,27148898,Apr,0.5082721111111111,27.15,18.0,Moderate Budget,Low Rating,Moderate ROI
1848,Dragonball Evolution,2009-04-10,action,2.5,30000000,9362785,56511457,Apr,0.8837152333333333,56.51,30.0,Moderate Budget,Low Rating,Moderate ROI
1732,Hannah Montana: The Movie,2009-04-10,comedy,4.6,30000000,79576189,169173206,Apr,4.639106866666666,169.17,30.0,Moderate Budget,Low Rating,High ROI
1343,17 Again,2009-04-17,comedy,6.4,40000000,64167069,139474906,Apr,2.48687265,139.47,40.0,Moderate Budget,Moderate Rating,High ROI
886,State of Play,2009-04-17,crime,7.1,60000000,37017955,88832210,Apr,0.48053683333333336,88.83,60.0,High Budget,High Rating,Moderate ROI
4286,Home,2009-04-23,documentary,8.5,500000,15433,44793168,Apr,88.586336,44.79,0.5,Low Budget,High Rating,High ROI
2316,Obsessed,2009-04-24,drama,5.0,20000000,68261644,73964713,Apr,2.69823565,73.96,20.0,Moderate Budget,Low Rating,High ROI
896,The Soloist,2009-04-24,biography,6.7,60000000,31853584,38522450,Apr,-0.35795916666666666,38.52,60.0,High Budget,Moderate Rating,Low ROI
2081,Fighting,2009-04-24,action,5.5,25000000,23091010,32831707,Apr,0.31326828,32.83,25.0,Moderate Budget,Low Rating,Moderate ROI
186,X-Men Origins: Wolverine,2009-05-01,action,6.5,150000000,179883157,374825760,May,1.4988384,374.83,150.0,High Budget,Moderate Rating,Moderate ROI
221,Star Trek,2009-05-08,action,7.9,140000000,257730019,386839614,May,1.7631401,386.84,140.0,High Budget,High Rating,Moderate ROI
3937,Next Day Air,2009-05-08,action,5.7,3000000,10027047,10172519,May,2.3908396666666665,10.17,3.0,Low Budget,Low Rating,High ROI
194,Angels & Demons,2009-05-15,action,6.7,150000000,133375846,490875846,May,2.27250564,490.88,150.0,High Budget,Moderate Rating,High ROI
